i have a listview inside an activity and each of its item is customized to have some textviews along with a dropdownlist item and an imageview inside an onscrolllistener implementation each item of a listview gets populated using an arrayadapter populating text views with values taken from an arraylist and imageview with the jpeg file stored on sd card following is the screenshot of listview item the problem arises when the jpeg file from sdcard is converted to a bitmap i e bitmapfactory decodefile filename and then gets assigned to an image view using setimagebitmap bitmap bmp as the setting bitmap image to an image view is a lengthy process it cannot keep pace with the scroll listener implementation and the imageview of different listview rows gets populated with the image it was assigned to any row above can anybody please suggest some workout to cater this issue specifically the assignment of images from sd card to an imageview its not like my listview item is overloaded with controls that is why i am facing this problem i also have tried it with single imageview item inside each row and it behaves the same way your suggestion to improvise this are welcome and surely will be of great help thank you override public view getview int position view convertview viewgroup parent view row convertview assetdetailholder assetdetailholder null try if row null layoutinflater inflator activity context getlayoutinflater row inflator inflate layoutresourceid parent false assetdetailholder new assetdetailholder assetdetailholder itemposition position assetdetailholder txtvwlinecode textview row findviewbyid r id linecodevalue_ad assetdetailholder txtvwlocation textview row findviewbyid r id locationvalue_ad assetdetailholder txtvwlocationdetail textview row findviewbyid r id detaillocationvalue_ad assetdetailholder txtvwinventoryno textview row findviewbyid r id inventorynovalue_ad assetdetailholder spnrconditioncode spinner row findviewbyid r id spinner_ad assetdetailholder txtvwassetname textview row findviewbyid r id assetnamevalue_ad assetdetailholder subnothumbnail imageview row findviewbyid r id iv_subnothumbnail row settag assetdetailholder else assetdetailholder assetdetailholder row gettag assetdetailholder itemposition position assetdetail assetdetail assetsdetaillist position new thumbnailtask position assetdetailholder assetdetail context execute if assetdetail assetlinecodedesc equals assetdetailholder txtvwlinecode settext assetdetail strlinecode else assetdetailholder txtvwlinecode settext assetdetail strlinecode + + assetdetail assetlinecodedesc + if assetdetail assetlocationnamedesc equals assetdetailholder txtvwlocation settext assetdetail strlocationname else assetdetailholder txtvwlocation settext assetdetail strlocationname + + assetdetail assetlocationnamedesc + assetdetailholder txtvwlocationdetail settext assetdetail strlocationdetail if assetdetail strinventorynumber contains assetdetailholder txtvwinventoryno settext assetdetail strinventorynumber split 0 else assetdetailholder txtvwinventoryno settext assetdetail strinventorynumber assetdetailholder txtvwassetname settext assetdetail assetname string conditioncodestring assetdetail assetconditioncode if conditioncodestring conditioncodestring null try int conditioncodeinteger integer parseint conditioncodestring assetdetailholder spnrconditioncode setselection conditioncodeinteger catch exception e assetdetailholder spnrconditioncode setselection 0 else assetdetailholder spnrconditioncode setselection 0 string thumbnaildir common getsubnodirectory context assetdetail if new file thumbnaildir isdirectory file thumbnailfile new file common getsubnoimgfilepath thumbnaildir assetdetail subno_imagesample a if thumbnailfile exists assetdetailholder subnothumbnail setimagebitmap bitmapfactory decodefile thumbnailfile getabsolutepath catch exception e e printstacktrace return row static class assetdetailholder textview txtvwlinecode textview txtvwlocation textview txtvwlocationdetail textview txtvwinventoryno textview txtvwassetname spinner spnrconditioncode imageview subnothumbnail public int itemposition private static class thumbnailtask extends asynctask lt void void void gt private int mposition private assetdetailholder mholder private context cntxt private assetdetail assetitem private bitmap thumbnailbmp public thumbnailtask int position assetdetailholder holder assetdetail asset context context mposition position mholder holder assetitem asset cntxt context override protected void doinbackground void params string thumbnaildir common getsubnodirectory cntxt assetitem if new file thumbnaildir isdirectory file thumbnailfile new file common getsubnoimgfilepath thumbnaildir assetitem subno_imagesample a if thumbnailfile exists thumbnailbmp bitmapfactory decodefile thumbnailfile getabsolutepath return null override protected void onpostexecute void result if mholder itemposition mposition amp amp thumbnailbmp null mholder subnothumbnail setimagebitmap thumbnailbmp super onpostexecute result 	android
the probably not so well written question is is there any way to get object data right after it is loaded through bpy import_scene obj function i mean when i import an obj file with this function i need to make some more transformation for it when i select an object via name mesh default name of object after import all those functions works for other objects named mesh in my scene i tried to get an last object from objects list in scene but they re arranged alphabeticaly so it didn t worked well when i tried to change object name and apply next functions to it it works only for one all earlier instances of imported object are back to default how to solve that problem is there a option to get from scene last added object or maybe some way to mark obj object right after it is imported before next functions are applied or maybe there is a way to import obj data straight into created earlier blank object cheers regg ps working on blender 2 63 	python
first of all sorry for my english im trying to delete insert some rows to a mssql table but i get no error but it just doesnt work but when i do a select statement it works as well dbhandle mssql_connect servername username password or die couldn t connect to sql server on myserver selected mssql_select_db mydb dbhandle or die couldn t open database mydb mssql_query delete dbo import the server sql instance is installed on my local computer and i m the administrator of this sql server but the webserver is on another pc i created the user and i assigned the role db_owner when i try the same query on another sql server it works i also tryed dbhandle mssql_connect servername username password or die couldn t connect to sql server on myserver selected mssql_select_db mydb dbhandle or die couldn t open database mydb result mssql_query delete dbo import select from dbo import sqlrows array while row mssql_fetch_array result sqlrows row echo sizeof sqlrows and the echo return 0 but when i check from ssms the records are still there delete schema table select from schema table returns 0 rows and then i try again select from dbo import returns 26 rows 	php
i need to update the table when the user closes the browser tab ie ff chrome opera and safari i placed the unload event in masterpage but the unloading event is firing only the first time every other unload event is not firing 	javascript jquery
hi all iam working on jquery here i have a value in span tag i need to get that value and need to display in textbox once it is checked and if i checked multiples boxex i need to get add those values and and have to show in textbox here my code follows lt input type checkbox gt lt span gt 100 lt span gt lt div class clear gt lt div gt lt input type checkbox gt lt span gt 200 lt span gt lt div class clear gt lt div gt lt input type checkbox gt lt span gt 300 lt span gt lt div class clear gt lt div gt lt input type checkbox gt lt span gt 400 lt span gt lt input type text gt could any body help to make this work thanks in advance 	jquery
the hashcode method of class boolean is implemented like this public int hashcode return value 1231 1237 why does it use 1231 and 1237 why not something else 	java
i have 2 elements cols3 and cols4 if either one is hidden then by clicking a button that element is to be displayed but if both elements are hidden then by clicking a button only element col3 is to be displayed i tried with the following code but if both are hidden by clicking the button both are displayed instead of only cols3 any help plusexp click function if cols3 visible if cols4 hidden cols4 show if cols3 hidden cols3 show 	jquery
m trying to do simple pub sub with activemq i can get it all working fine but the subscriber disconnects after about 30 seconds i ve looked for a timeout type of value i can change but nothing seems to be working here is the subscriber using system using apache nms using apache nms activemq using apache nms activemq commands namespace activemqcatcher internal class program private static void main string args iconnectionfactory factory new connectionfactory tcp localhost 61616 using iconnection connection factory createconnection connection clientid myid connection start using isession session connection createsession imessageconsumer consumer session createconsumer new activemqtopic mytopic null false consumer listener + consumer_listener console readline connection stop private static void consumer_listener imessage message console writeline got + itextmessage message text i tried this connection requesttimeout timespan maxvalue but it didn t seem to change anything to get the problem just run the program and sit waiting for about 30 seconds you can see the connection disappear in the activemq console http localhost 8161 admin connections jsp by default any ideas 	c#
i am trying to get the character index under the pointer icon of the mouse at a mousedown mouseup event or click event in a standard div if i get the index it must include all the spaces and html characters to output the index or if i can get all the html from the 0 index of the div to the point of click this will also surfice i have looked for this for days now i on many occasions almost had it but just nothing worked if i get the html to the left of the point of click i can work out the index myself or as a last resort if i can get the word under the point of click that i could maybe work with too thanks in advance update ive come up with this pice of code its a combination of sorts of research the problem here is if the word or character is a duplicate then the the first character is indexed otherwise it works function getselectionhtml var html if typeof window getselection undefined var sel window getselection if sel rangecount var container document createelement div for var i 0 len sel rangecount i lt len ++i container appendchild sel getrangeat i clonecontents html container innerhtml else if typeof document selection undefined if document selection type text html document selection createrange htmltext var gt test html indexof html return gt 	javascript jquery
nvidia does not distribute the nsight ide for windows only linux and macosx i don t want to use visual studio because i m not familiar with it being a java developer i prefer eclipse i want to use maven because well everyone should and mavenized jcuda seems like a good start so here s what i did downloaded version 6 5 of cuda developer toolkit from the nvidia website got eclipse j2ee edition because it has built in maven support cloned the mavenized jcuda project into my workspace tried to run the example program but got errors stack trace exception in thread main java lang unsatisfiedlinkerror could not load the native library error while loading native library jcudaruntime windows x86_64 with base name jcudaruntime java lang nullpointerexception no resource found with name lib jcudaruntime windows x86_64 dll java lang unsatisfiedlinkerror no jcudaruntime windows x86_64 in java library path i tried adding a bunch of paths to my djava library path jvm argument including c program files nvidia gpu computing toolkit cuda v6 5 c program files nvidia gpu computing toolkit cuda v6 5 bin c program files nvidia gpu computing toolkit cuda v6 5 lib x64 etc but still getting the same error what s even more concerning is that there is no such file anywhere on my computer by that name jcudaruntime windows x86_64 dll so how do i resolve these linking issues 	java
i m working on building this space project and i found this really amazing code snippet that makes it look you re going in warp speed i m trying to understand how it was written but i can t wrap my head around it i want to tweak it so that the stars don t look like they re coming to you but rather move away from you it s probably just a simple enough modification to one line but i can t seem to find it could anyone help with that and see how the code should look like for that tweak to happen lt body gt lt canvas id warpspeedcanvas gt lt canvas gt lt script gt docu document documargin docu body style documargin margin 0 documargin overflow hidden warpspeedcanvas window documargin warpspeedcanvas innerwidth ftl warpspeedcanvas innerheight g docu body children 0 i documargin 2 j ftl 2 g width documargin g height ftl ftlk g getcontext 2d ftlk globalalpha 0 3 ftlmath math m ftlmath random n ftlmath sin o ftlmath floor stars 20 q r 0 warpspeed 0 2 volume 500 w 1000 q 0 3 function ftlplacement a var f 0 if a detail f a detail 3 else f a wheeldelta 120 if f gt 0 amp amp warpspeed lt 1 f lt 0 amp amp warpspeed + f 25 gt 0 1 warpspeed + f 25 function ftlunits a a x m documargin documargin 0 5 stars a y m ftl ftl 0 5 stars a a stars a b 0 a warpspeedcanvas 0 for var ii 0 w ii lt volume ii++ w ftlunits w q push w setinterval ftlk fillstyle 000 ftlk fillrect 0 0 documargin ftl for a i documargin 2+documargin 2 f j ftl 2+ftl 2 h 0 h lt volume h++ b q h x b x b a y b y b a z 1 b a 5+1 a n q h+r 64+w b n q h+2+r 64+w warpspeedcanvas n q h+4+r 64+w if b b 0 ftlk strokestyle rgb +o a + +o b + +o warpspeedcanvas + ftlk linewidth z ftlk beginpath ftlk moveto x+a y+f ftlk lineto b b+a b warpspeedcanvas+f ftlk stroke b b x b warpspeedcanvas y b a warpspeed if b a lt warpspeed b b gt documargin b warpspeedcanvas gt ftl ftlunits b r+ 0 1 25 lt script gt lt body gt 	javascript
i want to upload files using ajax in struts 1 2 if am using struts tags then file has been uploaded successfully but i want to send file from jquery to struts action class using ajax here is my ajax post request and this will get invoked when user hits send button var datarow title emailsubject val toaddress toaddress val emailbody emailbody val ajax url action class url type post data datarow success function response and my html has few input fields and file input field for file uploading input type file i want to pass uploaded file details in the above ajax request please help me to achieve this 	javascript php jquery
i am using mongodb to store my stock tick data i have one document per stock symbol per minute _id objectid 535fb330f6a03d59077db43c symbol aapl ts_minute isodate 2014 04 29t14 12 00z ticks mu 115864 ae true t 2 v 571 93 mu 803378 ae true t 2 v 571 91 mu 903378 ae false t null v 9000 where mu is the distance in microseconds since ts_minute t is tick type bid ask open close volume etc and v is value to aggregate this into minutely bars of ohlc open high low close i use the following with pymongo query match symbol aapl projection project symbol 1 year year ts_minute month month ts_minute day dayofmonth ts_minute hour hour ts_minute minute minute ts_minute ts_minute 1 ticks 1 unwind unwind ticks sort sort ts_minute 1 group group _id symbol symbol year year month month day day hour hour minute minute open first ticks v high max ticks v low min ticks v close last ticks v bars tick_collection aggregate query projection unwind sort group the problem is that i store volume ticks and price ticks in the same array volume ticks are identified by having t equal to null so you see when i group my price ticks and volume ticks get mixed i would like to aggregate to ohlcv such that ohlc is based on t not equal to null and v should be the last element of the array where t equals null does it make sense or is it just poor schema design 	python
i want to require a file to be downloaded upon the user visiting a web page with php i think it has something to do with file_get_contents but am not sure how to execute it url http example com go exe edit after downloading a file with header location it is not redirecting to another page it just stops 	php
my file structure both django folder mysite and scrapy folder intex are in same directory mysite django folder mysite settings py urls py polls admin py models py db sqlite3 manage py intex scrapy folder intex spider spiders py items py here s my models py file from django db import models class servicecenters models model brand_name models charfield max_length 50 blank true default service_centre_city models charfield max_length 50 blank true default here s my items py file import scrapy from scrapy_djangoitem import djangoitem from scrapy item import item field from polls models import servicecenters class intexitem djangoitem django_model servicecenters i want to save my data into django server while i m running this code scrapy crawl scrawl_name i m getting this error from polls models import servicecenters importerror no module named polls models 	python
i have a web service link to fetch some data from a site the return data is in xml format have can i use this url with php should i use curl 	php
im using a transparent proxy to tunnel the frontend to the backoffice but cant get the logged user even with personation activated get transparent proxy httpget route api url public httpresponsemessage get string url var client new webclient usedefaultcredentials true client headers add httprequestheader contenttype application json charset utf 8 var result jsonconvert deserializeobject lt object gt encoding utf8 getstring client downloaddata configurationmanager appsettings internalwebapiurl + + url return request createresponse result any attempts on getting the logged user failed i only get the applicationalpool user my attempts 1 used iis configurations to activate impersonation and added the follwing code to webconfig lt authorization gt lt allow users gt lt authorization gt 2 created a getcurrentuser service to test the credentials that were passed to the backend but only the applicationalpool user showed up httpget responsetype typeof string route getcurrentuser public httpresponsemessage getcurrentuser windowsidentity winid windowsidentity httpcontext current user identity windowsimpersonationcontext ctx winid impersonate var userhttpcontext httpcontext current user identity name var userthread thread currentprincipal identity name var userimpersonated winid name return request createresponse http context + userhttpcontext tostring + thread + userthread tostring + impersonated + userimpersonated tostring how can i get the logged user is it possible that im passing the applicationalpool user by using usedefaultcredentials in the webclient 	c#
basically i m generating the skeleton of a poker game i m simply trying to get the betting system down what i have stumbled upon in my code is that the values of my int s keep reverting back to their original state 100 i m obviously doing something wrong and that is my question what am i doing wrong and what can i do to fix it class betsys public int losem int bet int earn int money int tmoney int omoney void loop void flow void game void betsys loop int omoney 100 int bet 0 int losem 0 losem losem + bet cout lt lt your start money lt lt omoney lt lt n n n lt lt endl game void betsys game bool win bool lose int omoney 100 int pointmon amp omoney int money 0 int tmoney 0 int bet 0 int earn bet 2 + pointmon int losem 0 cout lt lt place your bet here lt lt endl cin gt gt bet money pointmon bet cout lt lt your total money after bet is lt lt money lt lt n n betp int money money bet money if bet gt 10 win true if win cout lt lt you win n n lt lt endl earn earn + omoney cout lt lt you earned n lt lt earn tmoney earn + pointmon bet cout lt lt ntotal money n lt lt tmoney else if bet lt 10 lose true if lose cout lt lt you lose n n n lt lt endl int mlose losem + bet cout lt lt you lost n lt lt mlose tmoney losem + pointmon bet cout lt lt ntotal money n lt lt tmoney cout lt lt n n n n pointmon tmoney for int i 0 i gt 20 i++ int i 10 flow void betsys flow game 	c++
i m using this program called mmlogic i want to simulate a traffic light counter 1 red light counter 2 green light counter 3 yellow light the counter is giving binary signals so 1 1 2 01 3 11 how do i make the correct light show up i have output 1 attached to the red light and two to the green light but when it goes to 3 11 in binary it lights all the lights i have 1 amp 2 attached to an and port so what i want is that only the yellow light works do you have a solution see this screenshot http www uploadplaatjes nl plaatje php id 432369 thanks 	c++
